*special,0user_handle,2-sat,binary search,bitmasks,brute force,chinese remainder theorem,combinatorics,constructive algorithms,data structures,dfs and similar,divide and conquer,dp,dsu,expression parsing,fft,flows,games,geometry,graph matchings,graphs,greedy,hashing,implementation,interactive,math,matrices,meet-in-the-middle,number theory,probabilities,schedules,shortest paths,sortings,string suffix structures,strings,ternary search,trees,two pointers
,NuclearMint,,23,17,41,1,24,65,39,27,5,52,7,,,,7,3,,17,97,5,49,4,96,,1,21,,,4,34,,25,2,16,23
,anothermousey,,12,9,16,,5,18,8,3,,15,1,,,1,,,1,2,50,,23,,48,,,10,,,,17,,9,4,,5
,Osmabnlden,,28,15,51,2,25,49,29,20,2,39,8,,,2,6,3,1,18,92,8,53,,107,1,1,30,2,,2,30,,26,2,12,18
,Tenjin,,6,2,7,,3,6,7,7,,8,2,,,,,1,,3,11,,11,1,19,,,5,,,,3,,2,,4,2
4,Carmel_Ab1,1,100,49,226,2,40,181,104,61,8,147,21,,2,4,19,17,4,58,377,14,426,19,361,2,2,99,6,,15,158,3,106,6,28,60
1,a_l_i_r_e_z_a,,36,9,30,,7,28,34,28,3,30,24,,,,6,,,24,50,3,26,1,59,,1,11,1,,10,31,,9,5,20,16
1,Surver,,34,8,68,,16,85,43,7,1,34,2,1,,1,9,10,,10,153,2,109,3,114,1,,30,,1,1,59,,26,1,4,23
26,valavshonok,,42,23,106,,29,86,40,32,4,156,22,1,,7,7,20,1,34,228,5,272,4,232,1,,39,8,5,10,72,,69,1,10,30
,Kladrr,,12,2,32,,4,50,12,5,,19,3,,,1,3,5,,7,89,1,49,2,63,,,12,3,,1,26,,24,,1,12
,Erinyes,2,33,20,54,2,8,77,26,24,9,43,11,,2,3,5,3,,29,93,6,44,9,65,2,,18,2,1,9,42,,11,4,14,21
,wangjunchao,1,13,13,30,1,9,43,16,7,1,16,2,,,,3,4,,6,79,1,52,1,58,,,15,2,1,4,33,1,16,1,2,8
5,hashman,1,65,28,115,,28,92,56,31,4,71,17,2,,,3,14,1,27,196,7,157,6,208,1,,50,4,,5,73,,45,4,20,41
